"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x1009361131780100096",2018-06-20 09:03:41,"x964088525187633153","Bhavisha_Hirani","RT @useMYdata: Visit @useMYdata &amp; @Cancer52org stand to view @Patient_Data animations - explaining why it's important to use data to improv…","Twitter for iPhone",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x758582269795823616 758582269795823616 927482708 848989270706724865","useMYdata useMYdata Cancer52org Patient_Data","en",,,"x1009338813267791873","Visit @useMYdata &amp; @Cancer52org stand to view @Patient_Data animations - explaining why it's important to use data to improve patient care - #datasavelives @PHE_uk #CSDOC2018 https://t.co/phF7AtzmEZ",,,,,,,,,
"x1009360486041817088",2018-06-20 09:01:07,"x104784901","BpoolCouncil","RT @PublicHealthBpl: Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl…","Twitter Web Client",,,,FALSE,TRUE,0,21,,,,,,,,,,,,,,"x986893230 1916692380","PublicHealthBpl BetterStartBpl","en",,,"x1009356143699914752","Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl @BpoolCouncil @BlackpoolHosp @FNPNationalUnit @iHealthVisiting @PHE_uk @PHE_NorthWest https://t.co/9Tm2wcBpBQ",,,,,,,,,
"x1009359780446724096",2018-06-20 08:58:19,"x2481784202","CatherineThomp8","RT @Cancer52org: Morning @PHE_uk #CSDOC2018. Have an interest in rare &amp; less common cancers?  Pls come &amp; do vox pop on importance of data f…","Twitter for Android",,,,FALSE,TRUE,0,9,"CSDOC2018",,,,,,,,,,,,,"x927482708 41822696","Cancer52org PHE_uk","en",,,"x1009318842500304896","Morning @PHE_uk #CSDOC2018. Have an interest in rare &amp; less common cancers?  Pls come &amp; do vox pop on importance of data for our film https://t.co/0U4dovC6Dt",,,,,,,,,
"x1009359638997979136",2018-06-20 08:57:45,"x48765053","caroletj","English children consume more than a year’s worth of sugar in six months @PHE_uk https://t.co/b9Et2fJtpH","Hootsuite Inc.",,,,FALSE,FALSE,0,0,,,"ow.ly/RS3j30kzZ9m","https://t.co/b9Et2fJtpH","http://ow.ly/RS3j30kzZ9m",,,,,,,,,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009359541606207488",2018-06-20 08:57:22,"x1328565738","OWL_Ltd","English children consume more than a year’s worth of sugar in six months @PHE_uk  https://t.co/a3Kc67tdcr","Hootsuite Inc.",,,,FALSE,FALSE,0,0,,,"ow.ly/RS3j30kzZ9m","https://t.co/a3Kc67tdcr","http://ow.ly/RS3j30kzZ9m",,,,,,,,,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009358945906020352",2018-06-20 08:55:00,"x758582269795823616","useMYdata","If you are a researcher using patient data please acknowledge the source - ""This work uses data provided by patients and collected by the NHS as part of their care and support"" - #datasaveslives @useMYdata @Patient_Data @PHE_uk #CSDOC2018 https://t.co/Y1cbpAVoOI","TweetDeck",,,,FALSE,FALSE,29,27,"datasaveslives CSDOC2018",,,,,"http://pbs.twimg.com/media/DgCxzIOWAAADTcz.jpg","https://t.co/Y1cbpAVoOI","https://twitter.com/useMYdata/status/1009358945906020352/photo/1","photo","http://pbs.twimg.com/media/DgCxzIOWAAADTcz.jpg","https://t.co/Y1cbpAVoOI","https://twitter.com/useMYdata/status/1009358945906020352/photo/1",,"x758582269795823616 848989270706724865 41822696","useMYdata Patient_Data PHE_uk","en",,,,,,,,,,,,,
"x1009358890713206784",2018-06-20 08:54:47,"x707230272727719936","placentaremedy","RT @Tommys_baby: ‘Women get much less information before conception compared to during pregnancy.’ Jane Brewin, Tommy’s CEO. 

This is why…","Twitter Web Client",,,,FALSE,TRUE,0,46,,,,,,,,,,,,,,"x17682815","Tommys_baby","en",,,"x1007163252130926592","‘Women get much less information before conception compared to during pregnancy.’ Jane Brewin, Tommy’s CEO. 

This is why we’re launching our #AreYouReady campaign and new digital tool today with @RCObsGyn, @PHE_UK and @UCL_IfWH. Find out more: https://t.co/LDVyJY4xLc https://t.co/Zl79qVnPJM",,,,,,,,,
"x1009358645337968640",2018-06-20 08:53:48,"x271442031","braintumourrsch","We are in Manchester today for  @PHE_uk Cancer Services, Data and Outcomes Conference. The conference will explore how data is being used to prevent, diagnose and help treat people with cancer. https://t.co/oMYjRO8d9N","Twitter for iPhone",,,,FALSE,FALSE,1,0,,,,,,"http://pbs.twimg.com/media/DgH2TWwWAAATKyC.jpg","https://t.co/oMYjRO8d9N","https://twitter.com/braintumourrsch/status/1009358645337968640/photo/1","photo","http://pbs.twimg.com/media/DgH2TWwWAAATKyC.jpg","https://t.co/oMYjRO8d9N","https://twitter.com/braintumourrsch/status/1009358645337968640/photo/1",,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009358429742403585",2018-06-20 08:52:57,"x927482708","Cancer52org","RT @useMYdata: Visit @useMYdata &amp; @Cancer52org stand to view @Patient_Data animations - explaining why it's important to use data to improv…","Twitter for iPhone",,,,FALSE,TRUE,0,14,,,,,,,,,,,,,,"x758582269795823616 758582269795823616 927482708 848989270706724865","useMYdata useMYdata Cancer52org Patient_Data","en",,,"x1009338813405990913","Visit @useMYdata &amp; @Cancer52org stand to view @Patient_Data animations - explaining why it's important to use data to improve patient care - #datasavelives @PHE_uk #CSDOC2018 https://t.co/e2J7mgrd0s",,,,,,,,,
"x1009358152167510016",2018-06-20 08:51:51,"x2723664758","gulpNOW","RT @dentalhealthorg: Accrington Stanley are trying to tackle the high rates of childhood #tooth decay in #Hyndburn. According to @PHE_uk, n…","Twitter Web Client",,,,FALSE,TRUE,0,18,"tooth Hyndburn",,,,,,,,,,,,,"x57911224 41822696","dentalhealthorg PHE_uk","en",,,"x1009353926997692416","Accrington Stanley are trying to tackle the high rates of childhood #tooth decay in #Hyndburn. According to @PHE_uk, nearly 46% of children in the area have obvious #dental decay by the age of five. 
https://t.co/oMQVS3owB4",,,,,,,,,
"x1009358080717582336",2018-06-20 08:51:34,"x1916692380","BetterStartBpl","RT @PublicHealthBpl: Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl…","Twitter for iPhone",,,,FALSE,TRUE,0,21,,,,,,,,,,,,,,"x986893230 1916692380","PublicHealthBpl BetterStartBpl","en",,,"x1009356143699914752","Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl @BpoolCouncil @BlackpoolHosp @FNPNationalUnit @iHealthVisiting @PHE_uk @PHE_NorthWest https://t.co/9Tm2wcBpBQ",,,,,,,,,
"x1009357602965327878",2018-06-20 08:49:40,"x513535894","lynn_donkin","RT @PublicHealthBpl: Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl…","Twitter for iPhone",,,,FALSE,TRUE,0,21,,,,,,,,,,,,,,"x986893230 1916692380","PublicHealthBpl BetterStartBpl","en",,,"x1009356143699914752","Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl @BpoolCouncil @BlackpoolHosp @FNPNationalUnit @iHealthVisiting @PHE_uk @PHE_NorthWest https://t.co/9Tm2wcBpBQ",,,,,,,,,
"x1009357152006344705",2018-06-20 08:47:52,"x324543354","nosinnedalocin","RT @PublicHealthBpl: Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl…","Twitter for iPhone",,,,FALSE,TRUE,0,21,,,,,,,,,,,,,,"x986893230 1916692380","PublicHealthBpl BetterStartBpl","en",,,"x1009356143699914752","Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl @BpoolCouncil @BlackpoolHosp @FNPNationalUnit @iHealthVisiting @PHE_uk @PHE_NorthWest https://t.co/9Tm2wcBpBQ",,,,,,,,,
"x1009356664481419264",2018-06-20 08:45:56,"x986893230","PublicHealthBpl","RT @mortons72: Looking forward to celebrating the working health visitors and the launch if the new HV Service in Blackpool with @PublicHea…","Twitter for iPhone",,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x239147833","mortons72","en",,,"x1009355859296702464","Looking forward to celebrating the working health visitors and the launch if the new HV Service in Blackpool with @PublicHealthBpl @BetterStartBpl @PHE_NorthWest @PHE_uk at the Health Visiting Service Transformation event",,,,,,,,,
"x1009356473351266304",2018-06-20 08:45:10,"x2151590670","AJPConsultant","RT @PublicHealthBpl: Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl…","Twitter for Android",,,,FALSE,TRUE,0,21,,,,,,,,,,,,,,"x986893230 1916692380","PublicHealthBpl BetterStartBpl","en",,,"x1009356143699914752","Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl @BpoolCouncil @BlackpoolHosp @FNPNationalUnit @iHealthVisiting @PHE_uk @PHE_NorthWest https://t.co/9Tm2wcBpBQ",,,,,,,,,
"x1009356264797818880",2018-06-20 08:44:21,"x1358969828","PHE_NorthWest","RT @PublicHealthBpl: Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl…","Twitter for iPhone",,,,FALSE,TRUE,0,21,,,,,,,,,,,,,,"x986893230 1916692380","PublicHealthBpl BetterStartBpl","en",,,"x1009356143699914752","Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl @BpoolCouncil @BlackpoolHosp @FNPNationalUnit @iHealthVisiting @PHE_uk @PHE_NorthWest https://t.co/9Tm2wcBpBQ",,,,,,,,,
"x1009356143699914752",2018-06-20 08:43:52,"x986893230","PublicHealthBpl","Thrilled that Blackpool’s groundbreaking new model for Health visiting is launching officially today! @BetterStartBpl @BpoolCouncil @BlackpoolHosp @FNPNationalUnit @iHealthVisiting @PHE_uk @PHE_NorthWest https://t.co/9Tm2wcBpBQ","Twitter for iPhone",,,,FALSE,FALSE,27,21,,,,,,"http://pbs.twimg.com/media/DgH0Dy8X4AAuqZb.jpg","https://t.co/9Tm2wcBpBQ","https://twitter.com/PublicHealthBpl/status/1009356143699914752/photo/1","photo","http://pbs.twimg.com/media/DgH0Dy8X4AAuqZb.jpg","https://t.co/9Tm2wcBpBQ","https://twitter.com/PublicHealthBpl/status/1009356143699914752/photo/1",,"x1916692380 104784901 288264449 1585373660 891031082 41822696 1358969828","BetterStartBpl BpoolCouncil BlackpoolHosp FNPNationalUnit iHealthVisiting PHE_uk PHE_NorthWest","en",,,,,,,,,,,,,
"x1009356065371193344",2018-06-20 08:43:33,"x250364182","GemmaMJTaylor","RT @breathe2025: This is a really helpful publication from @PHE_uk Models of delivery for stop smoking services: options and evidence #LSSS…","Twitter for iPhone",,,,FALSE,TRUE,0,4,"LSSS",,,,,,,,,,,,,"x2535246648 41822696","breathe2025 PHE_uk","en",,,"x1009350609403817984","This is a really helpful publication from @PHE_uk Models of delivery for stop smoking services: options and evidence #LSSS  https://t.co/3bxfLZ04B4 https://t.co/SMPaMhigy4",,,,,,,,,
"x1009355999533256711",2018-06-20 08:43:17,"x1358969828","PHE_NorthWest","RT @mortons72: Looking forward to celebrating the working health visitors and the launch if the new HV Service in Blackpool with @PublicHea…","Twitter for iPhone",,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x239147833","mortons72","en",,,"x1009355859296702464","Looking forward to celebrating the working health visitors and the launch if the new HV Service in Blackpool with @PublicHealthBpl @BetterStartBpl @PHE_NorthWest @PHE_uk at the Health Visiting Service Transformation event",,,,,,,,,
"x1009355859296702464",2018-06-20 08:42:44,"x239147833","mortons72","Looking forward to celebrating the working health visitors and the launch if the new HV Service in Blackpool with @PublicHealthBpl @BetterStartBpl @PHE_NorthWest @PHE_uk at the Health Visiting Service Transformation event","Twitter for Android",,,,FALSE,FALSE,15,5,,,,,,,,,,,,,,"x986893230 1916692380 1358969828 41822696","PublicHealthBpl BetterStartBpl PHE_NorthWest PHE_uk","en",,,,,,,,,,,,,
"x1009355777826488320",2018-06-20 08:42:25,"x63675468","andyglyde","@dijupp @Em_Lavelle @PHE_uk @georgiapapacle @PancreaticCanUK @BBCBreakfast Woke up this morning, switched on the telly and there you were Diana! Hope you're well.","Twitter for Android","x1009335378707394560","x29426084","dijupp",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x29426084 20371067 41822696 3074929577 139992243 143415291","dijupp Em_Lavelle PHE_uk georgiapapacle PancreaticCanUK BBCBreakfast","en",,,,,,,,,,,,,
"x1009355195313053696",2018-06-20 08:40:06,"x754202942450696194","von_keisenberg","RT @PHE_uk: Blog: Ten years on since the start of the HPV vaccine programme – what impact is it having? https://t.co/pusotl5alv #NHS70 http…","Twitter for Android",,,,FALSE,TRUE,0,56,"NHS70",,"bit.ly/2yjelSB","https://t.co/pusotl5alv","http://bit.ly/2yjelSB",,,,,,,,,"x41822696","PHE_uk","en",,,"x1008641765430251521","Blog: Ten years on since the start of the HPV vaccine programme – what impact is it having? https://t.co/pusotl5alv #NHS70 https://t.co/J1UG8Vucaz",,,,,,,,,
"x1009355192066768897",2018-06-20 08:40:05,"x994858394124251136","ProgrammeManag1","Attending the Cancer Services, Data and Outcomes Conference 2018
@PHE_uk https://t.co/YobffLFfqw","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/DgHzL3_XkAA3efC.jpg","https://t.co/YobffLFfqw","https://twitter.com/ProgrammeManag1/status/1009355192066768897/photo/1","photo","http://pbs.twimg.com/media/DgHzL3_XkAA3efC.jpg","https://t.co/YobffLFfqw","https://twitter.com/ProgrammeManag1/status/1009355192066768897/photo/1",,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009355046943895553",2018-06-20 08:39:30,"x2863671268","HealthySefton","RT @LGAWellbeing: Starting local conversations about work, worklessness and health via @PHE_uk @ADPHUK 
https://t.co/ClGCaMlvAp","Twitter for Android",,,,FALSE,TRUE,0,3,,,"publichealthmatters.blog.gov.uk/2018/06/13/sta…","https://t.co/ClGCaMlvAp","https://publichealthmatters.blog.gov.uk/2018/06/13/starting-local-conversations-about-work-worklessness-and-health/",,,,,,,,,"x605409314 41822696 1065317454","LGAWellbeing PHE_uk ADPHUK","en",,,"x1009325355096772608","Starting local conversations about work, worklessness and health via @PHE_uk @ADPHUK 
https://t.co/ClGCaMlvAp",,,,,,,,,
"x1009355036177190912",2018-06-20 08:39:28,"x1911063608","food_active","RT @dentalhealthorg: Accrington Stanley are trying to tackle the high rates of childhood #tooth decay in #Hyndburn. According to @PHE_uk, n…","Twitter Web Client",,,,FALSE,TRUE,0,18,"tooth Hyndburn",,,,,,,,,,,,,"x57911224 41822696","dentalhealthorg PHE_uk","en",,,"x1009353926997692416","Accrington Stanley are trying to tackle the high rates of childhood #tooth decay in #Hyndburn. According to @PHE_uk, nearly 46% of children in the area have obvious #dental decay by the age of five. 
https://t.co/oMQVS3owB4",,,,,,,,,
"x1009354862717489153",2018-06-20 08:38:46,"x748748124","mee_helen","RT @Cancer52org: The patient voice in data - @useMYdata &amp; @Cancer52org working together to help ensure the voice of people with rare &amp; less…","Twitter Web Client",,,,FALSE,TRUE,0,10,,,,,,,,,,,,,,"x927482708 758582269795823616 927482708","Cancer52org useMYdata Cancer52org","en",,,"x1009007855477886976","The patient voice in data - @useMYdata &amp; @Cancer52org working together to help ensure the voice of people with rare &amp; less common cancers is heard at this week’s @PHE_uk #CSDOC2018 #datasaveslives https://t.co/CarNoA5adf",,,,,,,,,
"x1009354579836882944",2018-06-20 08:37:39,"x1542858205","Mac_Evidence","Looking forward to @PHE_uk #CSDOC2018 today in Manchester. Visit our to hear about our UK-wide data and research partnerships https://t.co/4fpvsJzJ5Z","Twitter Web Client",,,,FALSE,FALSE,10,3,"CSDOC2018",,,,,"http://pbs.twimg.com/media/DgHxynSX4AArdoi.jpg","https://t.co/4fpvsJzJ5Z","https://twitter.com/Mac_Evidence/status/1009354579836882944/photo/1","photo","http://pbs.twimg.com/media/DgHxynSX4AArdoi.jpg","https://t.co/4fpvsJzJ5Z","https://twitter.com/Mac_Evidence/status/1009354579836882944/photo/1",,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009354423204765696",2018-06-20 08:37:02,"x926724215344128000","bluezonedoctors","Children consume more than a year’s worth of #sugar in 6 months in UK, according to new finding https://t.co/qszpNZ75yg #obesity #sugartax #HealthyEating #HealthyLiving via @PHE_uk https://t.co/xHl6pQZC6a","Buffer",,,,FALSE,FALSE,0,0,"sugar obesity sugartax HealthyEating HealthyLiving",,"buff.ly/2MACnvF","https://t.co/qszpNZ75yg","https://buff.ly/2MACnvF","http://pbs.twimg.com/media/DgHyf6PVAAE_Hcs.jpg","https://t.co/xHl6pQZC6a","https://twitter.com/bluezonedoctors/status/1009354423204765696/photo/1","photo","http://pbs.twimg.com/media/DgHyf6PVAAE_Hcs.jpg","https://t.co/xHl6pQZC6a","https://twitter.com/bluezonedoctors/status/1009354423204765696/photo/1",,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009353926997692416",2018-06-20 08:35:03,"x57911224","dentalhealthorg","Accrington Stanley are trying to tackle the high rates of childhood #tooth decay in #Hyndburn. According to @PHE_uk, nearly 46% of children in the area have obvious #dental decay by the age of five. 
https://t.co/oMQVS3owB4","Hootsuite Inc.",,,,FALSE,FALSE,23,18,"tooth Hyndburn dental",,"accringtonobserver.co.uk/news/accringto…","https://t.co/oMQVS3owB4","https://www.accringtonobserver.co.uk/news/accrington-stanley-helping-child-tooth-14781436",,,,,,,,,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009353527456616450",2018-06-20 08:33:28,"x2863671268","HealthySefton","New @PHE_uk report recommends plain milk and water, as new data shows #sugarydrinks are fuelling excess #sugar consumption in young children, #obesity and #dentaldecay

Only milk and water please. Be kind to my teeth! 🥤🥛

#KindToTeeth
#GiveUpLovingPop https://t.co/qgG50sbeGI","Twitter for Android",,,,FALSE,FALSE,0,0,"sugarydrinks sugar obesity dentaldecay KindToTeeth GiveUpLovingPop",,,,,"http://pbs.twimg.com/media/DgDPCR3XUAAX51u.png","https://t.co/qgG50sbeGI","https://twitter.com/gulpNOW/status/1009034361004535809/photo/1","photo","http://pbs.twimg.com/media/DgDPCR3XUAAX51u.png","https://t.co/qgG50sbeGI","https://twitter.com/gulpNOW/status/1009034361004535809/photo/1",,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009353257200832512",2018-06-20 08:32:24,"x922858874570465280","techmedapp","RT @PHE_uk: Type 2 Diabetes is a major cause of premature death, with around 22,000 people dying early in England every year #PHEHealthMatt…","Twitter for Android",,,,FALSE,TRUE,0,56,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1008994619403702273","Type 2 Diabetes is a major cause of premature death, with around 22,000 people dying early in England every year #PHEHealthMatters https://t.co/BV0hCYHdER https://t.co/AGIHERon66",,,,,,,,,
"x1009353254889762816",2018-06-20 08:32:23,"x863752072289816576","Sharronearnsha3","RT @PHE_uk: Our Cancer Services, Data and Outcomes Conference starts today in Manchester. The conference will explore how data is being use…","Twitter for iPhone",,,,FALSE,TRUE,0,11,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009328493472239621","Our Cancer Services, Data and Outcomes Conference starts today in Manchester. The conference will explore how data is being used to prevent, diagnose and help treat people with cancer #CSDOC2018",,,,,,,,,
"x1009352492495310849",2018-06-20 08:29:21,"x22024458","TargetOvarian","Today we're sharing our work on variation in ovarian cancer diagnosis at @PHE_uk's cancer data and outcomes conference https://t.co/8SvXMBbcwc","Twitter for iPhone",,,,FALSE,FALSE,9,2,,,,,,"http://pbs.twimg.com/media/DgHwvFuWsAAfwDg.jpg","https://t.co/8SvXMBbcwc","https://twitter.com/TargetOvarian/status/1009352492495310849/photo/1","photo","http://pbs.twimg.com/media/DgHwvFuWsAAfwDg.jpg","https://t.co/8SvXMBbcwc","https://twitter.com/TargetOvarian/status/1009352492495310849/photo/1",,"x41822696","PHE_uk","en",,,,,,,,,,,,,
"x1009352183299694592",2018-06-20 08:28:08,"x403338386","TellMamaUK","RT @HallGreenConst: Really excited about this , @bahutrustuk is one of our critical partners in reducing community violence in Sparkbrook,…","Twitter for iPhone",,,,FALSE,TRUE,0,3,,,,,,,,,,,,,,"x1007243957007536128 1403656778","HallGreenConst bahutrustuk","en",,,"x1009323027300061184","Really excited about this , @bahutrustuk is one of our critical partners in reducing community violence in Sparkbrook, we have a shared long term vision with other partners inc @PHE_uk @CrimestoppersUK @BhamCityCouncil @TellMamaUK @educationgovuk and local partners &amp; community https://t.co/9mGSnyf73s",,,,,,,,,
"x1009351959281713152",2018-06-20 08:27:14,"x873487517487702023","nobismhealth","RT @useMYdata: Hear about the launch of a national award, led by patients/carers, to showcase examples of excellence where NCPES data has b…","nobism",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x758582269795823616","useMYdata","en",,,"x1009350137657749504","Hear about the launch of a national award, led by patients/carers, to showcase examples of excellence where NCPES data has been used to inform &amp; drive improvements in patient experience – visit @useMYdata &amp; @Cancer52org stand @PHE_uk #CSDOC2018 #datasaveslives https://t.co/INIXKOFli2",,,,,,,,,
"x1009351793850101760",2018-06-20 08:26:35,"x39057994","mepat20","RT @NEA_UKCharity: NEA comment on the spike in cold-related deaths during the winter cold snap, (data released today by @ONS @PHE_uk and @D…","Twitter Web Client",,,,FALSE,TRUE,0,11,,,,,,,,,,,,,,"x34932921 219275799 41822696","NEA_UKCharity ONS PHE_uk","en",,,"x1009062023550906368","NEA comment on the spike in cold-related deaths during the winter cold snap, (data released today by @ONS @PHE_uk and @DHSCgovuk) . Read it here: https://t.co/JyDxxhrfYF https://t.co/HK2dZeppPb",,,,,,,,,
"x1009351785901944839",2018-06-20 08:26:33,"x4898921050","thedoggynetwork","RT @RCObsGyn: Welcome news—a significant fall in the number of cases of #HPV, following the introduction of a vaccine for young women, find…","Twitter for iPhone",,,,FALSE,TRUE,0,52,"HPV",,,,,,,,,,,,,"x82612443","RCObsGyn","en",,,"x1008643963253862400","Welcome news—a significant fall in the number of cases of #HPV, following the introduction of a vaccine for young women, finds a new @PHE_uk study. RCOG strongly supports uptake of the vaccine and cervical cancer screening https://t.co/1VGlPHqQQC #womenshealth #cervicalcancer",,,,,,,,,
"x1009351651218673664",2018-06-20 08:26:01,"x953958248641716224","UoB_EEL","RT @kirsty_waldock: Our latest research article: Heat stress &amp; the elderly 🌡️🔥🧓👴""Physiological and perceptual responses in the elderly to s…","Twitter for iPhone",,,,FALSE,TRUE,0,16,,,,,,,,,,,,,,"x4827568383","kirsty_waldock","en",,,"x1009016892403650560","Our latest research article: Heat stress &amp; the elderly 🌡️🔥🧓👴""Physiological and perceptual responses in the elderly to simulated daily living activities in UK summer climatic conditions"" @UoB_EEL @PHE_uk @RSPH_PUHE (https://t.co/5YO9K9uDhG) https://t.co/ZkCTpgHWao",,,,,,,,,
"x1009351599217668096",2018-06-20 08:25:48,"x884314034463547392","DougBettcher","RT @breathe2025: This is a really helpful publication from @PHE_uk Models of delivery for stop smoking services: options and evidence #LSSS…","Twitter Web Client",,,,FALSE,TRUE,0,4,"LSSS",,,,,,,,,,,,,"x2535246648 41822696","breathe2025 PHE_uk","en",,,"x1009350609403817984","This is a really helpful publication from @PHE_uk Models of delivery for stop smoking services: options and evidence #LSSS  https://t.co/3bxfLZ04B4 https://t.co/SMPaMhigy4",,,,,,,,,
"x1009351456019877888",2018-06-20 08:25:14,"x417318906","drboylan","RT @RCObsGyn: Welcome news—a significant fall in the number of cases of #HPV, following the introduction of a vaccine for young women, find…","Twitter for iPhone",,,,FALSE,TRUE,0,52,"HPV",,,,,,,,,,,,,"x82612443","RCObsGyn","en",,,"x1008643963253862400","Welcome news—a significant fall in the number of cases of #HPV, following the introduction of a vaccine for young women, finds a new @PHE_uk study. RCOG strongly supports uptake of the vaccine and cervical cancer screening https://t.co/1VGlPHqQQC #womenshealth #cervicalcancer",,,,,,,,,
"x1009350893194620929",2018-06-20 08:23:00,"x294254142","JanetAth","RT @ADPHUK: Indeed - really useful report written by @JanetAth - we and @PHE_uk are using it as basis for support plans for our members and…","Twitter for Android",,,,FALSE,TRUE,0,3,,,,,,,,,,,,,,"x1065317454 294254142 41822696","ADPHUK JanetAth PHE_uk","en",,,"x1009346316617568256","Indeed - really useful report written by @JanetAth - we and @PHE_uk are using it as basis for support plans for our members and Associates. https://t.co/KuUjzuBWKZ",,,,,,,,,
"x1009350609403817984",2018-06-20 08:21:52,"x2535246648","breathe2025","This is a really helpful publication from @PHE_uk Models of delivery for stop smoking services: options and evidence #LSSS  https://t.co/3bxfLZ04B4 https://t.co/SMPaMhigy4","Twitter Web Client",,,,TRUE,FALSE,3,4,"LSSS",,"assets.publishing.service.gov.uk/government/upl… twitter.com/FurberA/status…","https://t.co/3bxfLZ04B4 https://t.co/SMPaMhigy4","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/647069/models_of_delivery_for_stop_smoking_services.pdf https://twitter.com/FurberA/status/1009177166632939520",,,,,,,,,"x41822696","PHE_uk","en","x1009177166632939520","@RichardWebbNY @NHS_ScotPHN @felly500 @KateAlvanley @DrAndrewOld One for @breathe2025 perhaps?",,,,,,,,,,,
"x1009350496753213440",2018-06-20 08:21:25,"x3094149653","HelgaLaszlo","RT @PHE_uk: Our Cancer Services, Data and Outcomes Conference starts today in Manchester. The conference will explore how data is being use…","Twitter for Android",,,,FALSE,TRUE,0,11,,,,,,,,,,,,,,"x41822696","PHE_uk","en",,,"x1009328493472239621","Our Cancer Services, Data and Outcomes Conference starts today in Manchester. The conference will explore how data is being used to prevent, diagnose and help treat people with cancer #CSDOC2018",,,,,,,,,
"x1009350227587936256",2018-06-20 08:20:21,"x1102116144","georgie51160","RT @HallGreenConst: Really excited about this , @bahutrustuk is one of our critical partners in reducing community violence in Sparkbrook,…","Twitter for iPhone",,,,FALSE,TRUE,0,3,,,,,,,,,,,,,,"x1007243957007536128 1403656778","HallGreenConst bahutrustuk","en",,,"x1009323027300061184","Really excited about this , @bahutrustuk is one of our critical partners in reducing community violence in Sparkbrook, we have a shared long term vision with other partners inc @PHE_uk @CrimestoppersUK @BhamCityCouncil @TellMamaUK @educationgovuk and local partners &amp; community https://t.co/9mGSnyf73s",,,,,,,,,
"x1009350137657749504",2018-06-20 08:20:00,"x758582269795823616","useMYdata","Hear about the launch of a national award, led by patients/carers, to showcase examples of excellence where NCPES data has been used to inform &amp; drive improvements in patient experience – visit @useMYdata &amp; @Cancer52org stand @PHE_uk #CSDOC2018 #datasaveslives https://t.co/INIXKOFli2","TweetDeck",,,,FALSE,FALSE,1,1,"CSDOC2018 datasaveslives",,,,,"http://pbs.twimg.com/media/DgCxOlJW4AUXEWz.jpg","https://t.co/INIXKOFli2","https://twitter.com/useMYdata/status/1009350137657749504/photo/1","photo","http://pbs.twimg.com/media/DgCxOlJW4AUXEWz.jpg","https://t.co/INIXKOFli2","https://twitter.com/useMYdata/status/1009350137657749504/photo/1",,"x758582269795823616 927482708 41822696","useMYdata Cancer52org PHE_uk","en",,,,,,,,,,,,,
